# charmodel v2 lang=ru order=4 alpha=0.4 total_unigrams=1229915
мё	35
н$	2268
на	7525
нб	48
нв	96
нг	496
нд	1108
не	4741
нж	54
нз	119
ни	8895
нк	957
нл	20
нм	5
нн	4286
но	10063
нп	21
нр	82
нс	1758
нт	2095
ну	1919
нф	158
нх	36
нц	570
нч	241
нш	53
нщ	31
нъ	7
ны	7032
нь	448
нэ	13
ню	146
ня	1013
нё	40
о$	6240
оа	98
об	3566
ов	10404
ог	4378
од	4754
ое	2015
ож	1547
оз	1691
ои	650
ой	4093
ок	2346
ол	5174
ом	5755
он	4593
оо	391
оп	2150
ор	6103
ос	6388
от	4121
оу	197
оф	377
ох	607
оц	321
оч	1361
ош	506
ощ	222
оэ	77
ою	127
оя	490
оё	11
п$	224
па	2230
пб	8
пв	3
пг	11
пд	6
пе	2749
пз	3
пи	1563
пк	139
пл	1248
пм	6
пн	175
по	7813
пп	150
пр	7416
пс	170
пт	187
пу	990
пф	9
пх	6
пц	44
пч	28
пш	16
пы	264
пь	104
пэ	14
пю	8
пя	148
пё	3
р$	1196
ра	10430
рб	220
рв	430
рг	622
рд	491
ре	7743
рж	471
рз	63
ри	5684
рк	645
рл	213
рм	703
рн	1518
ро	9250
рп	191
рр	203
рс	936
рт	1233
ру	2514
рф	69
рх	225
рц	117
рч	123
рш	264
рщ	21
ры	1276
рь	311
рэ	62
рю	130
ря	799
рё	47
с$	914
са	1842
сб	185
св	802
сг	34
сд	164
се	1981
сж	27
сз	7
си	2081
ск	6685
сл	1827
см	694
сн	1138
со	3287
сп	2195
ср	309
сс	1388
ст	11449
су	1156
сф	106
сх	250
сц	99
сч	273
сш	126
сщ	2
съ	53
сы	423
сь	1969
сэ	26
сю	42
ся	3731
сё	29
т$	4350
та	5821
тб	124
тв	2637
тг	29
тд	146
те	6030
тж	2
тз	29
ти	4954
тк	927
тл	303
тм	153
тн	1878
то	5145
тп	129
тр	4073
тс	2110
тт	162
ту	1649
тф	33
тх	26
тц	30
тч	183
тш	4
тщ	13
тъ	10
ты	1300
ть	4425
тэ	30
тю	107
тя	457
тё	61
у$	3587
уа	267
уб	842
ув	418
уг	534
уд	1244
уе	459
уж	806
уз	415
уи	120
уй	88
ук	781
ул	1296
ум	846
ун	690
уо	41
уп	1065
ур	1414
ус	1726
ут	1330
уу	15
уф	57
ух	310
уц	43
уч	907
уш	595
ущ	414
уэ	75
ую	1618
уя	69
уё	1
ф$	114
фа	416
фб	2
фг	18
фд	1
фе	533
фз	3
фи	969
фк	9
фл	129
фм	17
фн	22
фо	651
фп	4
фр	295
фс	45
фт	95
фу	162
фф	109
фц	2
фч	3
фш	4
фы	25
фь	17
фэ	7
фю	7
фя	5
фё	3
х$	4465
ха	722
хб	1
хв	169
хг	17
хд	5
хе	137
хз	2
хи	437
хк	6
хл	116
хм	59
хн	210
хо	1532
хп	1
хр	313
хс	92
хт	60
ху	175
хф	1
хх	2
хч	2
хъ	4
хь	7
хэ	38
хё	2
ц$	270
ца	570
цб	10
цв	89
цг	5
цд	5
це	1072
цз	13
ци	2176
цк	156
цл	10
цм	3
цн	8
цо	161
цп	10
цр	2
цс	11
цт	4
цу	125
цф	1
цх	1
цц	12
цш	1
цы	283
цэ	2
цю	4
ч$	205
ча	1477
чб	2
чв	13
чд	1
че	3354
чж	11
чи	1719
чк	480
чл	35
чм	12
чн	1340
чо	65
чп	3
чр	59
чс	4
чт	156
чу	355
чф	1
чх	1
чч	1
чш	55
чь	142
чэ	4
чё	77
ш$	101
ша	804
шб	1
шв	66
ше	1463
ши	1436
шк	457
шл	221
шм	22
шн	342
шо	137
шп	35
шр	32
шс	19
шт	216
шу	210
шх	2
шц	6
шь	454
шэ	4
шю	14
шё	31
щ$	22
ща	575
ще	1260
щи	1210
щн	99
що	6
щр	11
щу	119
щь	7
щё	7
ъ$	6
ъе	227
ъю	6
ъя	144
ъё	9
ы$	3431
ыб	225
ыв	1199
ыг	146
ыд	195
ые	1980
ыж	82
ыз	86
ыи	30
ый	1925
ык	216
ыл	355
ым	1885
ын	219
ып	265
ыр	285
ыс	564
ыт	457
ыу	6
ых	2141
ыц	12
ыч	154
ыш	374
ыщ	21
ыя	46
ь$	6336
ьб	84
ьв	59
ьг	55
ьд	92
ье	478
ьж	3
ьз	130
ьи	67
ьк	208
ьм	200
ьн	2876
ьо	42
ьп	31
ьр	2
ьс	1474
ьт	247
ьф	55
ьх	9
ьц	102
ьч	58
ьш	150
ьщ	27
ью	384
ья	387
ьё	35
э$	32
эб	13
эв	63
эг	12
эд	64
эе	1
эз	8
эи	1
эй	72
эк	341
эл	291
эм	126
эн	191
эо	3
эп	68
эр	131
эс	107
эт	190
эу	2
эф	67
эх	5
эц	3
эш	22
ээ	2
эя	2
ю$	2935
юа	14
юб	232
юв	23
юг	28
юд	163
юе	6
юж	48
юз	95
юи	8
юй	11
юк	64
юл	58
юм	61
юн	89
юп	10
юр	170
юс	213
ют	1277
юф	3
юх	19
юц	52
юч	287
юш	32
ющ	887
юэ	4
юю	43
я$	8649
яб	60
яв	361
яг	121
яд	289
яе	365
яж	171
яз	333
яи	15
яй	100
як	208
ял	486
ям	723
ян	778
яо	4
яп	51
яр	187
яс	331
ят	1372
яу	2
ях	376
яц	77
яч	112
яш	24
ящ	359
яю	330
яя	104
ё$	21
ёб	12
ёв	24
ёг	14
ёд	9
ёж	15
ёз	31
ёй	4
ёк	22
ёл	79
ём	72
ён	100
ёп	11
ёр	85
ёс	25
ёт	164
ёх	2
ёш	25
ёщ	1
^^^	100000
^^а	3038
^^б	4016
^^в	6691
^^г	3176
^^д	4428
^^е	513
^^ж	853
^^з	3857
^^и	2982
^^й	56
^^к	6571
^^л	2427
^^м	4542
^^н	5045
^^о	6447
^^п	15821
^^р	5061
^^с	10076
^^т	3580
^^у	3401
^^ф	1545
^^х	1131
^^ц	555
^^ч	1140
^^ш	1030
^^щ	83
^^ы	6
^^э	1191
^^ю	250
^^я	478
^^ё	10
^аа	3
^аб	98
^ав	366
^аг	101
^ад	137
^ае	2
^аж	4
^аз	68
^аи	8
^ай	40
^ак	279
^ал	344
^ам	123
^ан	442
^ао	3
^ап	98
^ар	470
^ас	135
^ат	134
^ау	45
^аф	70
^ах	19
^ац	3
^ач	2
^аш	8
^аэ	30
^ая	4
^ба	741
^бб	2
^бг	2
^бд	8
^бе	916
^би	225
^бк	4
^бл	366
^бм	4
^бн	2
^бо	718
^бп	3
^бр	470
^бс	3
^бт	2
^бу	366
^бы	95
^бь	14
^бэ	23
^бю	45
^бё	5
^ва	403
^вб	7
^вв	69
^вг	6
^вд	53
^ве	858
^вз	268
^ви	464
^вк	120
^вл	215
^вм	31
^вн	184
^во	1452
^вп	77
^вр	190
^вс	392
^вт	61
^ву	36
^вх	46
^вц	7
^вч	15
^вш	3
^въ	10
^вы	1662
^вь	17
^вэ	9
^вя	33
^га	392
^гб	3
^гв	35
^гг	2
^гд	3
^ге	383
^ги	199
^гк	4
^гл	276
^гм	4
^гн	44
^го	916
^гп	6
^гр	698
^гс	3
^гт	7
^гу	184
^гц	2
^гэ	7
^гю	4
^гё	2
^да	389
^дв	237
^дд	2
^де	921
^дж	236
^дз	16
^ди	494
^дл	47
^дм	18
^дн	56
^до	1350
^дп	2
^др	271
^дс	3
^дт	3
^ду	226
^ды	59
^дь	20
^дэ	29
^дю	26
^дя	18
^еа	3
^еб	10
^ев	115
^ег	32
^ед	96
^еж	54
^ез	17
^ей	2
^ек	19
^ел	36
^ем	10
^ен	11
^еп	12
^ер	33
^ес	29
^ет	3
^еф	11
^ех	6
^еш	3
^ещ	3
^еэ	2
^жа	156
^жв	3
^жг	4
^жд	20
^же	281
^жж	4
^жи	246
^жк	4
^жм	4
^жо	14
^жр	11
^жу	83
^жю	5
^жё	16
^за	2947
^зв	137
^зд	67
^зе	176
^зи	47
^зл	81
^зм	12
^зн	190
^зо	103
^зр	46
^зс	2
^зу	35
^зы	3
^зю	2
^зя	4
^иа	4
^иб	10
^ив	45
^иг	121
^ид	133
^ие	23
^иж	9
^из	704
^ии	7
^ик	27
^ил	57
^им	204
^ин	691
^ио	32
^ип	17
^ир	90
^ис	702
^ит	59
^иу	10
^иф	2
^иш	4
^ищ	13
^ию	12
^йе	9
^йо	45
^ка	1353
^кб	2
^кв	120
^кг	6
^кд	2
^ке	127
^кз	2
^ки	357
^кк	2
^кл	397
^км	4
^кн	73
^ко	2480
^кп	12
^кр	1006
^кс	12
^кт	6
^ку	555
^кх	5
^кы	7
^кь	2
^кэ	32
^кю	4
^ла	352
^лб	5
^лг	8
^лд	2
^ле	613
^лж	12
^ли	575
^лк	2
^лл	3
^лн	2
^ло	363
^лс	2
^лт	2
^лу	154
^лы	27
^ль	62
^лэ	9
^лю	192
^ля	20
^лё	15
^ма	1277
^мб	5
^мв	5
^мг	26
^мд	4
^ме	847
^ми	657
^мк	8
^мл	28
^мм	4
^мн	109
^мо	917
^мп	5
^мр	32
^мс	16
^мт	4
^му	348
^мф	4
^мх	11
^мц	2
^мч	5
^мы	76
^мь	3
^мэ	49
^мю	18
^мя	63
^мё	16
^на	2343
^нб	3
^нг	4
^нд	5
^не	1673
^ни	302
^нк	6
^нл	3
^нн	2
^но	509
^нп	7
^нр	35
^нс	4
^нт	3
^ну	74
^нф	2
^ны	24
^нь	9
^нэ	8
^ню	12
^ня	11
^нё	2
^оа	6
^об	1642
^ов	60
^ог	186
^од	280
^ож	61
^оз	70
^ой	3
^ок	310
^ол	97
^ом	32
^он	25
^оо	5
^оп	599
^ор	325
^ос	770
^от	1535
^оу	7
^оф	85
^ох	103
^оц	48
^оч	119
^ош	43
^ощ	32
^оэ	2
^па	1002
^пв	3
^пг	3
^пд	3
^пе	1545
^пз	2
^пи	364
^пк	2
^пл	571
^пм	4
^пн	12
^по	5680
^пп	4
^пр	5893
^пс	112
^пт	31
^пу	355
^пф	6
^пх	6
^пч	10
^пш	7
^пы	57
^пь	51
^пэ	14
^пя	80
^пё	2
^ра	2416
^рб	2
^рв	32
^рг	5
^ре	1140
^рж	11
^ри	212
^рк	4
^рн	3
^ро	637
^рп	5
^рс	10
^рт	12
^ру	357
^рф	4
^ры	125
^рэ	26
^рю	15
^ря	36
^рё	2
^са	619
^сб	135
^св	570
^сг	30
^сд	146
^се	826
^сж	25
^сз	2
^си	512
^ск	549
^сл	629
^см	335
^сн	234
^со	1881
^сп	749
^ср	201
^сс	38
^ст	1589
^су	542
^сф	48
^сх	74
^сц	34
^сч	83
^сш	4
^съ	53
^сы	92
^сь	6
^сэ	24
^сю	32
^ся	11
^сё	3
^та	528
^тб	5
^тв	113
^тг	3
^те	777
^ти	193
^тк	16
^тм	3
^тн	3
^то	532
^тп	4
^тр	895
^тс	5
^тт	2
^ту	261
^тх	2
^тщ	13
^ты	37
^ть	9
^тэ	12
^тю	48
^тя	84
^тё	31
^уа	10
^уб	209
^ув	221
^уг	174
^уд	307
^уе	41
^уж	48
^уз	85
^уи	34
^уй	17
^ук	223
^ул	151
^ум	187
^ун	153
^уо	30
^уп	249
^ур	128
^ус	554
^ут	168
^уф	14
^ух	58
^уц	8
^уч	249
^уш	26
^ущ	8
^уэ	21
^ую	14
^уя	12
^фа	266
^фб	2
^фг	3
^фе	183
^фз	2
^фи	382
^фк	2
^фл	87
^фм	2
^фн	4
^фо	271
^фп	3
^фр	180
^фс	8
^фт	3
^фу	125
^фь	5
^фэ	7
^фю	5
^фё	2
^ха	243
^хв	43
^хе	54
^хи	119
^хл	52
^хм	11
^хо	309
^хр	175
^хт	2
^ху	86
^хь	7
^хэ	23
^хё	2
^ца	59
^цб	3
^цв	61
^це	258
^цз	11
^ци	118
^цк	3
^цн	2
^цо	4
^цп	2
^цр	2
^цс	2
^цу	4
^цы	19
^цю	3
^ча	184
^че	473
^чж	7
^чи	161
^чк	3
^чл	19
^чм	3
^чо	9
^чп	2
^чр	29
^чс	2
^чт	22
^чу	183
^чь	12
^чэ	4
^чё	24
^ша	212
^шв	58
^ше	151
^ши	116
^шк	62
^шл	54
^шм	7
^шн	8
^шо	75
^шп	35
^шр	14
^шт	135
^шу	94
^шь	2
^шэ	3
^шё	4
^ща	4
^ще	57
^щи	13
^що	2
^щу	6
^ын	2
^эб	7
^эв	48
^эг	8
^эд	44
^эз	2
^эй	26
^эк	314
^эл	215
^эм	84
^эн	87
^эо	2
^эп	55
^эр	50
^эс	83
^эт	100
^эф	48
^эх	5
^эш	11
^ээ	2
^юа	4
^юб	25
^юв	18
^юг	15
^юд	4
^юж	23
^юк	4
^юл	18
^юм	8
^юн	53
^юп	2
^юр	55
^юс	6
^ют	6
^юф	2
^яб	15
^яв	64
^яг	17
^яд	36
^яз	37
^яи	10
^яй	10
^як	50
^ял	7
^ям	20
^ян	46
^яп	27
^яр	72
^яс	30
^ях	5
^яц	4
^яч	8
^яш	3
^ящ	14
^ёб	3
^ёж	2
^ёл	3
аа$	5
ааг	5
аак	4
аал	2
аам	2
аар	2
аб$	24
аба	205
абб	12
абв	5
абд	10
абе	93
абж	23
абз	3
аби	169
абк	8
абл	157
абм	3
абн	22
або	387
абр	110
абс	51
абу	42
абх	6
абы	62
абь	6
ав$	131
ава	436
авв	7
авг	12
авд	57
аве	241
авз	4
ави	662
авк	131
авл	643
авм	19
авн	240
аво	261
авр	77
авс	99
авт	252
аву	27
авц	15
авч	11
авш	258
авщ	10
авы	69
авь	32
авю	5
авя	81
аг$	23
ага	268
агв	2
агг	3
агд	9
аге	75
аги	123
агл	45
агм	19
агн	82
аго	303
агр	166
агс	7
агу	21
ад$	80
ада	414
адб	10
адв	16
адг	2
адд	7
аде	390
адж	22
адз	21
ади	291
адк	113
адл	48
адм	40
адн	121
адо	238
адп	7
адр	79
адс	62
адт	5
аду	126
адц	60
адч	8
адш	14
адъ	3
ады	137
адь	23
адю	3
адя	10
адё	9
ае$	18
аев	91
аед	3
аез	12
аек	6
аел	5
аем	369
аен	3
аеп	2
ает	1145
аеу	2
аех	6
аеш	124
аж$	45
ажа	177
ажг	3
ажд	126
аже	230
ажи	130
ажк	15
ажм	2
ажн	119
ажо	11
ажс	4
ажу	34
аз$	49
аза	419
азб	115
азв	232
азг	86
азд	188
азе	91
азж	6
ази	221
азк	23
азл	63
азм	104
азн	221
азо	313
азп	6
азр	174
азс	14
азу	100
азц	18
азч	10
азъ	16
азы	233
азь	6
аи$	21
аиб	10
аив	88
аиг	5
аид	9
аиз	4
аик	9
аил	40
аим	73
аин	84
аир	4
аис	7
аит	6
аич	5
аиш	2
ай$	168
айа	11
айб	6
айв	16
айг	6
айд	99
айе	11
айз	11
айи	3
айк	85
айл	62
айм	42
айн	142
айо	46
айп	10
айр	16
айс	116
айт	151
айф	10
айц	14
айч	2
айш	40
айя	5
ак$	91
ака	323
акб	3
акв	12
акг	2
акд	4
аке	87
аки	116
акк	43
акл	128
акм	2
ако	459
акп	2
акр	118
акс	95
акт	435
аку	131
акф	2
акц	72
ал$	932
ала	1017
алб	8
алв	2
алг	16
алд	11
але	450
алж	5
али	1786
алк	119
алл	166
алм	27
ало	680
алп	7
алс	283
алт	68
алу	76
алф	14
алх	5
алч	3
алы	100
аль	1608
алю	40
аля	61
алё	9
ам$	739
ама	148
амб	66
амв	12
аме	510
амз	6
ами	1316
амк	36
амл	3
амм	97
амн	29
амо	277
амп	68
амр	2
амс	38
аму	59
амф	9
амц	5
амч	9
амы	34
амь	6
амю	2
амя	31
амё	4
ан$	497
ана	634
анб	3
анг	135
анд	493
ане	335
анж	23
анз	21
ани	1880
анк	222
анн	934
ано	643
анп	2
анр	18
анс	540
ант	541
ану	99
анф	5
анх	11
анц	207
анч	50
анш	25
анщ	6
аны	247
ань	84
аню	8
аня	116
анё	3
ао$	31
аок	3
аон	3
аор	5
аос	8
аот	2
аоч	6
ап$	18
апа	145
апе	97
апи	184
апк	20
апл	60
апн	15
апо	236
апп	35
апр	213
апс	14
апт	27
апу	81
апч	3
апш	6
апы	6
апь	3
апю	2
апя	6
ар$	131
ара	626
арб	49
арв	24
арг	44
ард	164
аре	377
арж	5
арз	6
ари	582
арк	266
арл	82
арм	136
арн	271
аро	337
арп	31
арр	36
арс	206
арт	437
ару	186
арф	18
арх	139
арц	14
арч	13
арш	86
ары	64
арь	91
арю	16
аря	96
арё	2
ас$	86
аса	161
асб	4
асв	5
асе	94
аси	199
аск	175
асл	142
асм	18
асн	206
асо	119
асп	278
аср	4
асс	565
аст	1027
асу	31
асф	5
асх	43
асц	18
асч	45
асш	88
асщ	2
асы	60
ась	524
ася	8
асё	2
ат$	225
ата	447
атб	2
атв	27
ате	1013
ати	752
атк	122
атл	75
атм	20
атн	190
ато	633
атр	263
атс	114
атт	34
ату	216
атф	10
атц	3
атч	36
аты	251
ать	1848
атэ	4
атю	17
атя	44
ау$	21
ауб	2
ауг	5
ауд	36
ауз	14
аук	24
аул	25
аум	8
аун	44
аур	29
аус	21
аут	22
ауф	2
ауч	39
ауш	5
ауэ	11
аф$	24
афа	34
афг	13
афе	29
афи	187
афк	3
афн	11
афо	44
афр	33
афс	3
афт	16
афу	6
афф	9
афы	7
афь	3
ах$	952
аха	88
ахв	47
ахе	19
ахи	33
ахл	10
ахм	38
ахн	16
ахо	160
ахр	7
ахс	21
ахт	27
аху	11
ахч	2
ац$	6
аца	9
ацб	3
ацг	2
ацд	3
аце	27
аци	903
ацк	20
ацу	3
ацц	2
ач$	26
ача	186
аче	221
ачи	205
ачк	51
ачн	126
ачо	13
ачт	5
ачу	24
ачь	21
ачё	2
аш$	26
аша	47
ашв	3
аше	114
аши	150
ашк	71
ашл	14
ашм	4
ашн	74
ашо	7
ашс	3
ашт	6
ашу	13
ашх	2
ашь	5
ашю	9
ашё	3
аща	96
аще	125
ащи	180
ащу	6
аэ$	3
аэл	9
аэр	30
аэс	5
аю$	206
аюс	55
ают	750
ающ	514
ая$	2289
аяв	52
аяк	11
аял	3
аям	7
аян	31
аяс	76
аят	8
аях	5
аём	5
аёт	28
аёш	3
ба$	83
баб	55
бав	106
баг	18
бад	8
бае	19
баж	3
баз	52
баи	3
бай	67
бак	67
бал	188
бам	48
бан	207
бао	2
бар	199
бас	83
бат	137
бау	7
баф	2
бах	35
бац	5
бач	29
баш	49
баю	7
бая	16
бб$	3
бба	8
ббе	5
бби	12
ббо	17
ббр	2
ббс	2
бва	3
бве	6
бви	48
бго	3
бгу	2
бд$	3
бде	3
бди	7
бду	10
бе$	49
беа	2
бев	5
бег	112
бед	166
бее	3
беж	157
без	223
беи	3
бей	26
бек	38
бел	199
бен	95
бер	372
бес	336
бет	44
бец	6
беш	13
бещ	34
бжа	13
бже	21
бжи	2
бза	6
бзо	12
би$	50
биа	11
биб	42
бив	74
биг	3
бид	26
бие	20
биж	21
биз	15
бии	12
бий	43
бик	16
бил	280
бим	26
бин	134
био	61
бир	224
бис	13
бит	243
бих	3
биц	8
бич	5
биш	9
бищ	10
бию	3
бия	17
бк$	5
бка	31
бке	11
бки	29
бко	29
бку	15
бл$	9
бла	286
блд	4
бле	207
бли	305
бло	123
блу	30
бль	6
блэ	5
блю	102
бля	59
блё	5
бма	31
бме	21
бми	3
бмо	4
бму	2
бн$	3
бна	84
бне	12
бни	62
бно	203
бну	24
бны	112
бня	15
бо$	30
боа	4
боб	34
бов	150
бог	111
бод	80
бое	43
бож	71
боз	34
бои	21
бой	92
бок	87
бол	350
бом	69
бон	53
боп	21
бор	412
бос	80
бот	298
боу	8
боц	2
боч	67
бош	11
бою	7
боя	37
бр$	13
бра	767
бре	177
бри	154
брн	3
бро	310
бру	39
бры	26
брь	19
брэ	14
брю	31
бря	41
брё	3
бс$	8
бса	2
бсе	5
бси	5
бск	34
бсл	36
бсо	17
бст	102
бсу	42
бт$	2
бти	3
бто	2
бтр	2
бу$	48
буа	2
буб	4
був	5
буг	8
буд	99
буе	19
буж	24
буз	9
буй	11
бук	50
бул	59
бум	34
бун	40
бур	149
бус	51
бут	33
буф	7
бух	37
буч	32
буш	20
буэ	2
бую	24
буя	2
бха	7
бхо	34
бца	2
бцо	8
бцы	4
бча	3
бше	4
бши	19
бщ$	2
бща	35
бще	98
бщи	32
бщн	7
бщу	3
бъе	122
бъя	89
бъё	2
бы$	71
быв	110
быг	7
быд	3
бые	5
бый	3
бык	24
был	59
бым	10
бын	2
быс	38
быт	97
бых	5
быч	47
быш	6
бь$	9
бье	25
бью	15
бья	4
бьё	4
бэ$	3
бэй	3
бэк	3
бэн	6
бэр	4
бэт	5
бюд	26
бюл	10
бюр	15
бюс	6
бют	15
бя$	4
бяз	49
бям	2
бян	6
бят	16
бящ	8
бён	4
бёр	4
ва$	960
вав	87
ваг	25
вад	65
вае	551
важ	79
ваз	10
ваи	11
вай	84
вак	63
вал	1578
вам	110
ван	1312
вао	3
вар	353
вас	69
ват	1232
ваф	2
вах	65
вац	38
вач	22
ваш	29
ващ	3
ваю	426
вая	269
вб$	2
вбе	4
вби	2
вбо	4
вбр	2
вве	35
вви	4
вво	29
ввр	2
ввы	2
ввя	2
вге	8
вги	2
вго	14
вгу	12
вд$	11
вда	29
вдв	5
вде	4
вди	12
вдо	47
вдр	2
вду	7
вды	12
ве$	215
веб	6
вег	11
вед	466
вее	17
веж	55
вез	102
вей	58
век	63
вел	306
вем	10
вен	833
вер	1171
вес	341
вет	499
вех	4
вец	28
веч	120
веш	23
вещ	94
вея	8
вз$	2
вза	51
взб	5
взв	14
взг	20
взд	18
взи	6
взл	26
взн	5
взо	35
взр	56
взы	10
взя	45
ви$	44
виа	70
виб	6
вив	86
виг	92
вид	301
вие	72
виж	73
виз	118
вии	39
вий	26
вик	88
вил	403
вим	48
вин	402
вио	5
вир	72
вис	146
вит	458
вих	3
виц	40
вич	211
виш	31
вищ	27
вию	22
вия	71
вк$	6
вка	169
вке	57
вки	130
вкл	82
вко	62
вкр	3
вку	101
вл$	2
вла	148
вле	711
вли	107
вло	43
вль	3
влю	56
вля	442
влё	5
вм$	4
вма	12
вме	65
вми	8
вмо	4
вн$	2
вна	112
вне	172
вни	180
вно	443
вну	103
вны	347
вню	8
вня	30
во$	371
воб	96
вов	301
вог	200
вод	628
вое	238
вож	79
воз	553
вои	59
вой	420
вок	125
вол	528
вом	255
вон	93
воо	79
воп	106
вор	599
вос	474
вот	48
вох	2
воц	9
воч	53
вош	12
вощ	11
вою	18
воя	12
воё	5
вп$	2
впа	27
впе	28
впи	9
впл	3
впо	6
впр	11
впу	6
вр$	15
вра	254
вре	186
ври	35
вро	101
вру	26
вры	7
вря	3
врё	2
вс$	8
вса	8
все	115
вск	518
всл	5
всм	3
всн	2
всп	71
вст	330
всу	3
всю	5
вся	23
всё	2
вт$	12
вта	8
вти	12
вто	328
втр	26
вту	4
вты	3
втя	6
ву$	191
вуа	6
вуд	18
вуе	48
вуз	9
вуй	9
вук	30
вул	16
вум	2
вус	12
